opcode	handler	handler_symbol	confidence	schema	static_paths	name	variable_operands	uses	resources	first_site
0x2e	0x4992	bin_handler_multiply_variables	high	HH	HH	multiply_variables	0,1	0	-	-
0x2f	0x49b7	bin_handler_multiply_variable	high	HH	HH	multiply_variable	1	10	CP2.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,ROOM4.BIN	CP2.BIN@0x1122
0x30	0x49ca	bin_handler_divide_variables	high	HH	HH	divide_variables	0,1	0	-	-
0x31	0x49f1	bin_handler_divide_variable	high	HH	HH	divide_variable	1	6	OUTE.BIN,OUTGL.BIN,OUTGR.BIN,ROOM4.BIN	ROOM4.BIN@0x0525
0x32	0x4a08	bin_handler_increment_variable	verified	H	H	increment_variable	0	157	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT7.BIN,CP1.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALS.BIN,INTRO.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	LOGO.BIN@0x01a6
0x33	0x4a1b	bin_handler_decrement_variable	verified	H	H	decrement_variable	0	146	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALPR.BIN,GHALS.BIN,INTRO.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OVER.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN	LOGO.BIN@0x01e7
0x34	0x470c	bin_handler_call	verified	H	H	call	-	995	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	WIN.BIN@0x06c0
0x35	0x4744	bin_handler_return	verified	-	-	return	-	399	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	WIN.BIN@0x06ec
0x36	0x501f	bin_handler_set_text_record_state	verified	B	B	set_text_record_state	-	26	AHAL.BIN,BHAL.BIN,CHAL.BIN,CP2.BIN,CULT.BIN,DHAL.BIN,EHAL.BIN,FACE.BIN,FHAL.BIN,GHAL.BIN,GHALS.BIN,ROOM3.BIN	FACE.BIN@0x07ae
0x37	0x5044	bin_handler_clear_text_record_state	verified	B	B	clear_text_record_state	-	0	-	-
0x38	0x4a2e	bin_handler_jump_if_text_record_set	verified	BH	BH	jump_if_text_record_set	-	9	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALS.BIN,ROOM3.BIN	ROOM3.BIN@0x0cc2
0x39	0x4a45	bin_handler_jump_if_text_record_clear	verified	BH	BH	jump_if_text_record_clear	-	0	-	-
0x3a	0x4c96	bin_handler_add_action_target	verified	HHHp	HHHp	add_action_target	-	132	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	CP2.BIN@0x1000
0x3b	0x4d1e	bin_handler_enable_action_target	verified	B	B	enable_action_target	-	185	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	CP2.BIN@0x10f4
0x3c	0x4d36	bin_handler_disable_action_target	verified	B	B	disable_action_target	-	314	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,OUTE.BIN	CP2.BIN@0x1147
0x3d	0x4703	bin_handler_jump	verified	H	H	jump	-	849	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,MENU.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	LOGO.BIN@0x0255
0x3e	0x505c	bin_handler_start_scene_thread_at	verified	BH	BH	start_scene_thread_at	-	118	AHAL.BIN,BHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,GHALPL.BIN,GHALPR.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	LOGO.BIN@0x0192
0x3f	0x50cf	bin_handler_wait_for_animation	high	B	B	wait_for_animation	-	313	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,OVER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM3.BIN,ROOM4.BIN,WIN.BIN	OVER.BIN@0x02bd
0x40	0x5179	bin_handler_set_scene_thread_motion_state	verified	B	B	set_scene_thread_motion_state	-	24	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	HOLE1.BIN@0x01d7
0x41	0x519f	bin_handler_enable_action_selection	high	-	-	enable_action_selection	-	118	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,ROOM2.BIN,WIN.BIN	WIN.BIN@0x06bb
0x42	0x51a8	bin_handler_disable_action_selection	high	-	-	disable_action_selection	-	192	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,MENU.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	LOGO.BIN@0x018a
0x43	0x4ad5	bin_handler_add_scaled_display_object	verified	BBHHHB	BBHHHB	add_scaled_display_object	-	375	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT6.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,MENU.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,RICH.BIN,ROOM3.BIN,WIN.BIN	LOGO.BIN@0x0122
0x44	0x51c6	bin_handler_add_dialogue_choice	verified	Hp	Hp	add_dialogue_choice	-	40	BOSS.BIN,CULT.BIN,LAW.BIN,NAGE.BIN,ROOM2.BIN,ROOM3.BIN	NAGE.BIN@0x121d
0x45	0x51b7	bin_handler_clear_dialogue_choices	verified	-	-	clear_dialogue_choices	-	11	BOSS.BIN,CULT.BIN,LAW.BIN,NAGE.BIN,ROOM2.BIN,ROOM3.BIN	NAGE.BIN@0x030c
0x46	0x5257	bin_handler_present_dialogue_choices	verified	-	-	present_dialogue_choices	-	14	BOSS.BIN,CULT.BIN,FEAR.BIN,LAW.BIN,NAGE.BIN,ROOM2.BIN,ROOM3.BIN	NAGE.BIN@0x1232
0x47	0x5346	bin_handler_set_modal_menu_selection	medium	B	B	set_modal_menu_selection	-	0	-	-
0x48	0x52a3	bin_handler_show_dialogue	verified	p	-/p	show_character_dialogue	-	306	BOSS.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,FEAR.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,RICH.BIN,ROOM3.BIN	CP3.BIN@0x081f
0x49	0x5351	bin_handler_request_study_bible	verified	-	-	request_study_bible	-	90	AHAL.BIN,BHAL.BIN,CHAL.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,POWER.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN	CP3.BIN@0x08f7
0x4a	0x4535	bin_handler_nop	verified	-	-	nop	-	0	-	-
0x4b	0x4535	bin_handler_nop	verified	-	-	nop	-	0	-	-
0x4c	0x53cc	bin_handler_fill_screen	verified	B	B	fill_screen	-	61	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,MENU.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,TITLE.BIN,WIN.BIN	LOGO.BIN@0x0000
0x4d	0x5405	bin_handler_load_palette	verified	z	z	load_palette	-	62	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,MENU.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	LOGO.BIN@0x0002
0x4e	0x52a3	bin_handler_show_dialogue	verified	p	-/p	show_captain_bible_dialogue	-	281	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,MENU.BIN,NAGE.BIN,POWER.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN	FACE.BIN@0x085c
0x4f	0x5368	bin_handler_configure_study_navigation_success	verified	BB	BB	configure_study_navigation_success	-	0	-	-
0x50	0x53bd	bin_handler_clear_study_record_selection	high	-	-	clear_study_record_selection	-	0	-	-
0x51	0x539b	bin_handler_configure_study_thread_success	verified	BHB	BHB	configure_study_thread_success	-	5	ROOM2.BIN	ROOM2.BIN@0x02ce
0x52	0x5426	bin_handler_play_music	verified	B	B	play_music	-	199	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,MENU.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN,TITLE.BIN,WIN.BIN	INTRO.BIN@0x001d
0x53	0x5440	bin_handler_set_scene_thread_origin	verified	B	B	set_scene_thread_origin	-	101	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,LOGO.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	LOGO.BIN@0x019a
0x54	0x5468	bin_handler_move_scene_thread_to	verified	B	B	move_scene_thread_to	-	226	AHAL.BIN,BHAL.BIN,CHAL.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	LOGO.BIN@0x01b5
0x55	0x5487	bin_handler_snapshot_state	verified	-	-	snapshot_state	-	16	CP2.BIN,DOME.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,MENU.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,ROBOT.BIN,ROOM2.BIN	INTRO.BIN@0x001c
0x56	0x4535	bin_handler_nop	verified	-	-	nop	-	0	-	-
0x57	0x548d	bin_handler_play_sound_effect	verified	BH	BH	play_sound_effect	-	223	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	LOGO.BIN@0x018c
0x58	0x54a5	bin_handler_stop_sound_effect	verified	-	-	stop_sound_effect	-	253	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	LOGO.BIN@0x0190
0x59	0x511e	bin_handler_wait_for_sound_effect	high	-	-	wait_for_sound_effect	-	51	COMBAT1.BIN,COMBAT2.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DOME.BIN,FIRST.BIN,HOLE.BIN,HOLE1.BIN,KABLAM.BIN,POWER.BIN,ROOM1.BIN,ROOM3.BIN	KABLAM.BIN@0x01eb
0x5a	0x514d	bin_handler_jump_if_digital_audio_fallback	high	H	H	jump_if_digital_audio_fallback	-	11	FIRST.BIN,GHALPL.BIN,GHALPR.BIN,HOLE.BIN,HOLE1.BIN,OUTGL.BIN,OUTGR.BIN	FIRST.BIN@0x01d2
0x5b	0x54dc	bin_handler_set_scene_thread_direction	verified	B	B	set_scene_thread_direction	-	159	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	LOGO.BIN@0x01c4
0x5c	0x5504	bin_handler_configure_captain_bible_dialogue	verified	BBB	BBB	configure_captain_bible_dialogue	-	31	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,MENU.BIN,NAGE.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN	OVER.BIN@0x0283
0x5d	0x551f	bin_handler_configure_character_dialogue	verified	BBB	BBB	configure_character_dialogue	-	15	BOSS.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,FACE.BIN,FEAR.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,RICH.BIN,ROOM3.BIN	FACE.BIN@0x07ef
0x5e	0x553a	bin_handler_set_deferred_scene_thread_target	high	H	H	set_deferred_scene_thread_target	-	0	-	-
0x5f	0x4e3d	bin_handler_start_linked_animation	verified	BBB	BBB	start_linked_animation	-	156	COMBAT2.BIN,COMBAT3.BIN,COMBAT5.BIN,COMBAT7.BIN,CP2.BIN,CULT.BIN,DENY.BIN,FEAR.BIN,GHALPL.BIN,GHALPR.BIN,OUTGL.BIN,OUTGR.BIN,ROBOT.BIN,ROOM1.BIN,ROOM4.BIN	ROBOT.BIN@0x045f
0x60	0x4535	bin_handler_nop	verified	-	-	nop	-	16	COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CULT.BIN,DENY.BIN,FEAR.BIN,JELO.BIN,LAW.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN	DENY.BIN@0x0000
0x61	0x5074	bin_handler_stop_scene_thread	high	B	B	stop_scene_thread	-	29	COMBAT1.BIN,COMBAT2.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CULT.BIN,DENY.BIN,DOME.BIN,FEAR.BIN,FHAL.BIN,HOLE.BIN,LAW.BIN,NAGE.BIN	CP2.BIN@0x1460
0x62	0x556e	bin_handler_store_mouse_x	verified	H	H	store_mouse_x	0	3	MENU.BIN,ROOM4.BIN	MENU.BIN@0x0108
0x63	0x5580	bin_handler_store_mouse_y	verified	H	H	store_mouse_y	0	1	MENU.BIN	MENU.BIN@0x010b
0x64	0x5592	bin_handler_jump_if_confirm_pressed	verified	H	H	jump_if_confirm_pressed	-	9	INTRO.BIN,LOGO.BIN,MENU.BIN,OVER.BIN,TITLE.BIN	LOGO.BIN@0x024f
0x65	0x55ba	bin_handler_clear_display_object_frames	verified	BB	BB	clear_display_object_frames	-	0	-	-
0x66	0x561c	bin_handler_advance_display_object_frames	verified	BBBB	BBBB	advance_display_object_frames	-	0	-	-
0x67	0x580e	bin_handler_request_restore_saved_game	verified	-	-	request_restore_saved_game	-	1	OVER.BIN	OVER.BIN@0x02d4
0x68	0x56c2	bin_handler_adjust_variable_1280_once	verified	H	H	adjust_variable_1280_once	0	2	CP2.BIN	CP2.BIN@0x16bb
0x69	0x56f4	bin_handler_load_bin_word	verified	HH	HH	load_bin_word	1	11	CP2.BIN,ROOM4.BIN	CP2.BIN@0x15d4
0x6a	0x5764	bin_handler_patch_bin_word_from_variable	verified	HH	HH	patch_bin_word_from_variable	1	25	CP2.BIN,KABLAM.BIN,OUTGL.BIN,OUTGR.BIN,ROOM4.BIN	KABLAM.BIN@0x021c
0x6b	0x5817	bin_handler_load_text_bank	verified	B	B	load_text_bank	-	13	CP2.BIN,DOME.BIN,FACE.BIN,FIRST.BIN,INTRO.BIN,MENU.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN	INTRO.BIN@0x0000
0x6c	0x5690	bin_handler_rotate_palette_range	high	HHHH	HHHH	rotate_palette_range	3	40	COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CP3.BIN,DHAL.BIN,FACE.BIN,INTRO.BIN,KABLAM.BIN,LOGO.BIN,POWER.BIN,ROOM1.BIN,ROOM2.BIN,ROOM4.BIN,TITLE.BIN	LOGO.BIN@0x025d
0x6d	0x5405	bin_handler_load_palette	verified	z	z	load_palette	-	5	AHAL.BIN,CP2.BIN,CP3.BIN,WIN.BIN	WIN.BIN@0x0648
0x6e	0x5431	bin_handler_start_primary_scene_thread_overlay	high	B	B	start_primary_scene_thread_overlay	-	0	-	-
